PRODUCT ID,PRODUCT CODE,PRODUCT NAME,PRODUCT CATEGORY,PRODUCT TYPE,ORIGIN ID,ORIGIN CODE,ORIGIN NAME,ORIGIN COUNTRY CODE,ORIGIN LATITUDE,ORIGIN LONGITUDE,DESTINATION ID,DESTINATION CODE,DESTINATION NAME,DESTINATION COUNTRY CODE,DESTINATION LATITUDE,DESTINATION LONGITUDE,TYPE OF LEG,VEHICLE MODEL ID,QUANTITY,WEIGHT MOVED,VOLUME MOVED,CAPACITY,START MONTH,TIME PERIOD
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_JV_Baseco_Mexico_TUG,DC_JV_Baseco_Mexico_TUG,MEX WH,,23.6345,-102.55,DC_JV_Baseco_Mexico_1_TUG,DC_JV_Baseco_Mexico_1_TUG,MEX WH,,23.6345,-102.55,W-R,40_Feet_Container,28215.0,207.625,207.625,0.0,07-2021,08-2021
TUG_CKW_CAROUSEL_SYNTHETIC,,,,MANUFACTURED,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,W06_TUG,W06_TUG,Canada WH,,45.4215,-75.697,F-W,40_Feet_Container,6218.0,45.756,45.756,0.0,03-2021,06-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,DC_JV_Australia_Australia_TUG,DC_JV_Australia_Australia_TUG,AUS WH,,-35.2809,149.13,F-W,40_Feet_Container,195358.0,1437.578,1437.578,0.0,03-2021,05-2021
TUG_CKW_CAROUSEL_SYNTHETIC,,,,MANUFACTURED,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,F-W,40_Feet_Container,75884.0,558.407,558.407,0.0,03-2021,06-2021
TUG_CKW_CAROUSEL_SYNTHETIC,,,,MANUFACTURED,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,W46_1_TUG,W46_1_TUG,US WH,,37.0902,-95.712,W-R,40_Feet_Container,26400.0,194.269,194.269,0.0,09-2021,10-2021
TUG_CKW_CAROUSEL_COTTON_TRIM,,,,RAW_MATERIAL,L2_88_TEEJAY_TUG,L2_88_TEEJAY_TUG,TEEJAY_SOUTH INDIA,,28.613889,77.208889,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,S-F,40_Feet_Container,26184.550000000003,41.895,41.895,0.0,05-2021,06-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_99953_KOREA_TUG,DC_99953_KOREA_TUG,KR WH,,35.9078,127.76,DC_99953_KOREA_1_TUG,DC_99953_KOREA_1_TUG,KR WH,,35.9078,127.76,W-R,40_Feet_Container,300.0,2.208,2.208,0.0,04-2021,05-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,GDEUML_TUG,GDEUML_TUG,EU WH,,54.526,15.255,F-W,40_Feet_Container,1110376.0,8170.909,8170.909,0.0,01-2021,04-2021
TUG_CKW_CAROUSEL_SYNTHETIC_TRIM,,,,RAW_MATERIAL,L2_69_THOMAS_KERSHAW_TUG,L2_69_THOMAS_KERSHAW_TUG,THOMAS KERSHAW_SOUTH CHINA,,39.9042,116.4074,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,S-F,40_Feet_Container,4811.650000000001,7.699,7.699,0.0,01-2021,03-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_99970_HONG_KONG_TUG,DC_99970_HONG_KONG_TUG,HK WH,,22.3193,114.16,DC_99970_HONG_KONG_1_TUG,DC_99970_HONG_KONG_1_TUG,HK WH,,22.3193,114.16,W-R,40_Feet_Container,1016.0,7.476,7.476,0.0,09-2021,10-2021
TUG_CKW_CAROUSEL_COTTON_MBF,,,,RAW_MATERIAL,L2_99_TEEJAY_TUG,L2_99_TEEJAY_TUG,TEEJAY_SRI LANKA,,6.9531,80.2056,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,S-F,40_Feet_Container,426649.780935007,682.64,682.64,0.0,01-2021,02-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W06_TUG,W06_TUG,Canada WH,,45.4215,-75.697,W06_1_TUG,W06_1_TUG,Canada WH,,45.4215,-75.697,W-R,40_Feet_Container,144692.0,1064.743,1064.743,0.0,05-2021,06-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,DC_99970_HONG_KONG_TUG,DC_99970_HONG_KONG_TUG,HK WH,,22.3193,114.16,F-W,40_Feet_Container,289.0,2.127,2.127,0.0,01-2021,03-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_JV_Baseco_Panama_TUG,DC_JV_Baseco_Panama_TUG,PAN WH,,8.538,-80.7821,DC_JV_Baseco_Panama_1_TUG,DC_JV_Baseco_Panama_1_TUG,PAN WH,,8.538,-80.7821,W-R,40_Feet_Container,1492.0,10.979,10.979,0.0,09-2021,10-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_99970_HONG_KONG_TUG,DC_99970_HONG_KONG_TUG,HK WH,,22.3193,114.16,DC_99970_HONG_KONG_1_TUG,DC_99970_HONG_KONG_1_TUG,HK WH,,22.3193,114.16,W-R,40_Feet_Container,400.0,2.943,2.943,0.0,08-2021,09-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_99970_HONG_KONG_TUG,DC_99970_HONG_KONG_TUG,HK WH,,22.3193,114.16,DC_99970_HONG_KONG_1_TUG,DC_99970_HONG_KONG_1_TUG,HK WH,,22.3193,114.16,W-R,40_Feet_Container,289.0,2.127,2.127,0.0,03-2021,04-2021
TUG_CKW_CAROUSEL_COTTON_TRIM,,,,RAW_MATERIAL,L2_88_TEEJAY_TUG,L2_88_TEEJAY_TUG,TEEJAY_SOUTH INDIA,,28.613889,77.208889,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,S-F,40_Feet_Container,175675.85,281.081,281.081,0.0,01-2021,02-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,W46_1_TUG,W46_1_TUG,US WH,,37.0902,-95.712,W-R,40_Feet_Container,389439.0,2865.76,2865.76,0.0,04-2021,05-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W06_TUG,W06_TUG,Canada WH,,45.4215,-75.697,W06_1_TUG,W06_1_TUG,Canada WH,,45.4215,-75.697,W-R,40_Feet_Container,153015.0,1125.989,1125.989,0.0,07-2021,08-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_JV_Australia_Australia_TUG,DC_JV_Australia_Australia_TUG,AUS WH,,-35.2809,149.13,DC_JV_Australia_Australia_1_TUG,DC_JV_Australia_Australia_1_TUG,AUS WH,,-35.2809,149.13,W-R,40_Feet_Container,38049.0,279.991,279.991,0.0,04-2021,05-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,W46_1_TUG,W46_1_TUG,US WH,,37.0902,-95.712,W-R,40_Feet_Container,748512.0,5508.066,5508.066,0.0,08-2021,09-2021
TUG_CKW_CAROUSEL_SYNTHETIC,,,,MANUFACTURED,W06_TUG,W06_TUG,Canada WH,,45.4215,-75.697,W06_1_TUG,W06_1_TUG,Canada WH,,45.4215,-75.697,W-R,40_Feet_Container,5018.0,36.926,36.926,0.0,07-2021,08-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W06_TUG,W06_TUG,Canada WH,,45.4215,-75.697,W06_1_TUG,W06_1_TUG,Canada WH,,45.4215,-75.697,W-R,40_Feet_Container,2651.0,19.508,19.508,0.0,09-2021,10-2021
TUG_CKW_CAROUSEL_COTTON_TRIM,,,,RAW_MATERIAL,L2_88_TEEJAY_TUG,L2_88_TEEJAY_TUG,TEEJAY_SOUTH INDIA,,28.613889,77.208889,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,S-F,40_Feet_Container,597.15,0.955,0.955,0.0,05-2021,07-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_JV_Australia_Australia_TUG,DC_JV_Australia_Australia_TUG,AUS WH,,-35.2809,149.13,DC_JV_Australia_Australia_1_TUG,DC_JV_Australia_Australia_1_TUG,AUS WH,,-35.2809,149.13,W-R,40_Feet_Container,59010.0,434.236,434.236,0.0,08-2021,09-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,DC_99949_CHINA_TUG,DC_99949_CHINA_TUG,CHINA WH,,35.8617,104.19,DC_99949_CHINA_1_TUG,DC_99949_CHINA_1_TUG,CHINA WH,,35.8617,104.19,W-R,40_Feet_Container,10927.0,80.408,80.408,0.0,04-2021,05-2021
TUG_CKW_CAROUSEL_SYNTHETIC,,,,MANUFACTURED,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,GDEUML_TUG,GDEUML_TUG,EU WH,,54.526,15.255,F-W,40_Feet_Container,20617.0,151.714,151.714,0.0,01-2021,04-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W06_TUG,W06_TUG,Canada WH,,45.4215,-75.697,W06_1_TUG,W06_1_TUG,Canada WH,,45.4215,-75.697,W-R,40_Feet_Container,53366.0,392.704,392.704,0.0,06-2021,07-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,GDEUML_TUG,GDEUML_TUG,EU WH,,54.526,15.255,GDEUML_1_TUG,GDEUML_1_TUG,EU WH,,54.526,15.255,W-R,40_Feet_Container,174489.0,1284.01,1284.01,0.0,09-2021,10-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,W46_1_TUG,W46_1_TUG,US WH,,37.0902,-95.712,W-R,40_Feet_Container,739024.0,5438.246,5438.246,0.0,07-2021,08-2021
TUG_CKW_CAROUSEL_SYNTHETIC_TRIM,,,,RAW_MATERIAL,L2_69_THOMAS_KERSHAW_TUG,L2_69_THOMAS_KERSHAW_TUG,THOMAS KERSHAW_SOUTH CHINA,,39.9042,116.4074,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,S-F,40_Feet_Container,4627.6,7.404,7.404,0.0,12-2020,01-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,F-W,40_Feet_Container,523691.0,3853.678,3853.678,0.0,06-2021,09-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,F-W,40_Feet_Container,389439.0,2865.76,2865.76,0.0,01-2021,04-2021
TUG_CKW_CAROUSEL_SYNTHETIC,,,,MANUFACTURED,L1_12_MAS_SRI_TUG,L1_12_MAS_SRI_TUG,MAS_Sri Lanka,,6.9344,79.8428,GDEUML_TUG,GDEUML_TUG,EU WH,,54.526,15.255,F-W,40_Feet_Container,10035.0,73.844,73.844,0.0,03-2021,06-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,GDEUML_TUG,GDEUML_TUG,EU WH,,54.526,15.255,GDEUML_1_TUG,GDEUML_1_TUG,EU WH,,54.526,15.255,W-R,40_Feet_Container,348949.0,2567.806,2567.806,0.0,08-2021,09-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,W46_1_TUG,W46_1_TUG,US WH,,37.0902,-95.712,W-R,40_Feet_Container,910064.0,6696.876,6696.876,0.0,06-2021,07-2021
TUG_CKW_CAROUSEL_COTTON,,,,MANUFACTURED,L1_10_MAS_BGD_TUG,L1_10_MAS_BGD_TUG,MAS_Bangladesh,,22.3304,91.8326,W46_TUG,W46_TUG,US WH,,37.0902,-95.712,F-W,40_Feet_Container,2995241.0,22041.041,22041.041,0.0,02-2021,05-2021
